sintomas,doenca
"dor no peito, cefaleia, dor de garganta, dores no corpo",COVID-19
"evacuações líquidas, cansaço, congestão nasal, paralisia, tosse seca",COVID-19
"cefaleia, calafrios, irritação na garganta, nariz entupido, evacuações líquidas",COVID-19
"tosse, dor de cabeça, arrepios, cansaço, dor torácica",COVID-19
"nariz entupido, perda de paladar ou olfato, irritação na garganta, arrepios, dor de cabeça",COVID-19
"sem paladar, nariz entupido, coriza",COVID-19
"diarreia, paralisia, sem sentir cheiro, coriza, mialgia",COVID-19
"nariz escorrendo, anosmia, febre alta, tosse, congestão nasal",COVID-19
"cansaço, diarreia, nariz escorrendo, congestão nasal, paralisia",COVID-19
"congestão nasal, sem olfato, tosse, coriza, dificuldade para respirar",COVID-19
"calafrios, diarreia, congestão nasal, tosse, fadiga",COVID-19
"coriza, perda de fala ou movimento, tosse, dificuldade para respirar, evacuações líquidas",COVID-19
"falta de ar, perda de fala ou movimento, diarreia, dores no corpo",COVID-19
"anosmia, congestão nasal, cefaleia",COVID-19
"calafrios, tosse, dor de garganta",COVID-19
"arrepios, dores no corpo, perda de fala ou movimento, falta de ar",COVID-19
"cefaleia, tosse, nariz entupido, irritação na garganta",COVID-19
"perda de fala ou movimento, cansaço, nariz entupido, nariz escorrendo, mialgia",COVID-19
"nariz escorrendo, mialgia, evacuações líquidas, dor de cabeça, calafrios",COVID-19
"dor no peito, irritação na garganta, cefaleia, tosse",COVID-19
"arrepios, sem olfato, congestão nasal",COVID-19
"nariz escorrendo, irritação na garganta, arrepios, dificuldade para respirar, cefaleia",COVID-19
"anosmia, falta de ar, perda de fala ou movimento",COVID-19
"dores no corpo, dor de garganta, cefaleia, calafrios, dificuldade para respirar",COVID-19
"tosse seca, coriza, anosmia, dor de cabeça",COVID-19
"nariz entupido, perda de fala ou movimento, fadiga, dor no peito",COVID-19
"dor no peito, dificuldade para respirar, cansaço, arrepios",COVID-19
"congestão nasal, fadiga, cefaleia",COVID-19
"nariz entupido, dor torácica, calafrios, evacuações líquidas",COVID-19
"perda de fala ou movimento, dor torácica, calafrios, dor de cabeça, falta de ar",COVID-19
"febre alta, nariz entupido, dor torácica",COVID-19
"nariz escorrendo, cefaleia, tosse",COVID-19
"mialgia, paralisia, arrepios, nariz escorrendo",COVID-19
"irritação na garganta, cansaço, mialgia, dor torácica, anosmia",COVID-19
"dores no corpo, diarreia, dor de garganta, falta de ar",COVID-19
"anosmia, dor de garganta, perda de fala ou movimento, evacuações líquidas, tosse seca",COVID-19
"nariz entupido, arrepios, tosse",COVID-19
"tosse seca, febre, irritação na garganta",COVID-19
"febre, coriza, paralisia",COVID-19
"febre alta, dificuldade para respirar, dor torácica, tosse, diarreia",COVID-19
"paralisia, tosse seca, calafrios",COVID-19
"dores no corpo, calafrios, febre, dor torácica, cansaço",COVID-19
"febre, dores no corpo, diarreia, dor no peito",COVID-19
"paralisia, fadiga, dor de garganta, diarreia, cefaleia",COVID-19
"evacuações líquidas, dores no corpo, tosse, irritação na garganta",COVID-19
"cansaço, dor de cabeça, dor torácica",COVID-19
"febre alta, cefaleia, tosse, calafrios, paralisia",COVID-19
"cefaleia, febre alta, congestão nasal, diarreia",COVID-19
"congestão nasal, tosse, dificuldade para respirar",COVID-19
"calafrios, dor no peito, falta de ar, sem olfato, irritação na garganta",COVID-19
"cansaço, cefaleia, perda de fala ou movimento, nariz escorrendo",COVID-19
"dor no peito, perda de fala ou movimento, cansaço, dificuldade para respirar",COVID-19
"mialgia, tosse, nariz escorrendo, fadiga",COVID-19
"febre alta, sem paladar, arrepios, dor torácica",COVID-19
"dificuldade para respirar, sem olfato, paralisia, dores no corpo, cansaço",COVID-19
"nariz entupido, tosse, evacuações líquidas, dor de garganta, fadiga",COVID-19
"paralisia, dificuldade para respirar, mialgia",COVID-19
"cansaço, cefaleia, evacuações líquidas",COVID-19
"diarreia, dificuldade para respirar, dor torácica, nariz entupido, arrepios",COVID-19
"calafrios, evacuações líquidas, falta de ar, dor no peito, tosse",COVID-19
"perda de fala ou movimento, arrepios, dificuldade para respirar",COVID-19
"tosse seca, nariz entupido, dificuldade para respirar",COVID-19
"perda de fala ou movimento, dores no corpo, dor torácica, tosse seca, dor de garganta",COVID-19
"tosse seca, dor no peito, mialgia, congestão nasal, febre alta",COVID-19
"perda de fala ou movimento, mialgia, febre",COVID-19
"irritação na garganta, calafrios, tosse",COVID-19
"arrepios, evacuações líquidas, coriza",COVID-19
"paralisia, sem paladar, nariz entupido, tosse seca",COVID-19
"perda de fala ou movimento, mialgia, coriza, dor torácica",COVID-19
"dor de garganta, falta de ar, nariz entupido, coriza",COVID-19
"irritação na garganta, febre, nariz entupido, dor de cabeça, evacuações líquidas",COVID-19
"paralisia, tosse, dor de cabeça",COVID-19
"perda de fala ou movimento, evacuações líquidas, dores no corpo, dor no peito, fadiga",COVID-19
"perda de fala ou movimento, irritação na garganta, tosse seca, dificuldade para respirar, congestão nasal",COVID-19
"congestão nasal, febre alta, fadiga",COVID-19
"dores no corpo, tosse seca, nariz entupido, sem olfato, diarreia",COVID-19
"evacuações líquidas, cansaço, nariz escorrendo, dor torácica, sem olfato",COVID-19
"paralisia, dores no corpo, dor no peito",COVID-19
"cansaço, perda de fala ou movimento, arrepios, dor torácica",COVID-19
"cansaço, nariz entupido, dor de garganta, dificuldade para respirar, mialgia",COVID-19
"nariz escorrendo, congestão nasal, diarreia, mialgia, cansaço",COVID-19
"irritação na garganta, cefaleia, dificuldade para respirar",COVID-19
"sem sentir cheiro, febre, dor torácica, perda de fala ou movimento, arrepios",COVID-19
"dor torácica, diarreia, dor de garganta, mialgia, cansaço",COVID-19
"arrepios, dores no corpo, cefaleia",COVID-19
"cansaço, congestão nasal, dor de cabeça, mialgia",COVID-19
"tosse, febre, sem sentir cheiro",COVID-19
"mialgia, dor torácica, congestão nasal, falta de ar, cansaço",COVID-19
"cefaleia, nariz entupido, fadiga",COVID-19
"irritação na garganta, febre, tosse seca",COVID-19
"dificuldade para respirar, febre alta, nariz escorrendo, sem paladar",COVID-19
"dor de garganta, sem paladar, dor no peito, calafrios, tosse",COVID-19
"cansaço, dor torácica, dor de cabeça",COVID-19
"calafrios, nariz escorrendo, falta de ar, cefaleia, dor no peito",COVID-19
"tosse seca, diarreia, febre alta, sem sentir cheiro",COVID-19
"tosse, diarreia, arrepios, perda de paladar ou olfato",COVID-19
"tosse seca, evacuações líquidas, febre",COVID-19
"dor no peito, dor de garganta, dificuldade para respirar, paralisia",COVID-19
"dificuldade para respirar, paralisia, febre, dores no corpo",COVID-19
"dores no corpo, evacuações líquidas, cefaleia, fadiga",COVID-19
"mialgia, sem sentir cheiro, tosse seca",COVID-19
"mialgia, dor de cabeça, perda de paladar ou olfato, irritação na garganta, tosse",COVID-19
"fadiga, dificuldade para respirar, tosse seca, febre alta",COVID-19
"coriza, perda de paladar ou olfato, dor torácica, cefaleia, perda de fala ou movimento",COVID-19
"febre, dificuldade para respirar, dor torácica",COVID-19
"dor de cabeça, paralisia, fadiga",COVID-19
"nariz entupido, dor de cabeça, tosse",COVID-19
"irritação na garganta, mialgia, dor no peito",COVID-19
"febre, calafrios, sem sentir cheiro, dor no peito",COVID-19
"cefaleia, sem olfato, dor de garganta, mialgia",COVID-19
"dor de garganta, coriza, tosse",COVID-19
"dor torácica, perda de fala ou movimento, irritação na garganta",COVID-19
"anosmia, dores no corpo, paralisia, calafrios, dor torácica",COVID-19
"dores no corpo, fadiga, tosse",COVID-19
"diarreia, dor de garganta, coriza, dor no peito",COVID-19
"irritação na garganta, tosse, dores no corpo, dor torácica",COVID-19
"calafrios, nariz escorrendo, fadiga",COVID-19
"tosse seca, irritação na garganta, dor no peito",COVID-19
"fadiga, dor de garganta, tosse",COVID-19
"dificuldade para respirar, mialgia, dor torácica",COVID-19
"congestão nasal, febre alta, anosmia",COVID-19
"tosse, cefaleia, nariz escorrendo, congestão nasal, falta de ar",COVID-19
"nariz escorrendo, dor de cabeça, dificuldade para respirar, sem sentir cheiro",COVID-19
"tosse seca, mialgia, diarreia",COVID-19
"evacuações líquidas, tosse seca, paralisia",COVID-19
"fadiga, dificuldade para respirar, febre alta, tosse, arrepios",COVID-19
"dor no peito, sem olfato, cansaço",COVID-19
"sem olfato, calafrios, cansaço, evacuações líquidas",COVID-19
"dor de cabeça, dificuldade para respirar, arrepios, diarreia, febre",COVID-19
"coriza, sem paladar, nariz entupido, diarreia, febre alta",COVID-19
"febre, perda de fala ou movimento, arrepios",COVID-19
"mialgia, evacuações líquidas, dor de garganta, cansaço, nariz escorrendo",COVID-19
"perda de fala ou movimento, febre, arrepios, fadiga",COVID-19
"irritação na garganta, dor torácica, arrepios, nariz escorrendo",COVID-19
"dificuldade para respirar, fadiga, tosse",COVID-19
"fadiga, evacuações líquidas, falta de ar, dor no peito, cefaleia",COVID-19
"sem paladar, coriza, falta de ar, cansaço, mialgia",COVID-19
"diarreia, dor no peito, irritação na garganta",COVID-19
"dor de garganta, paralisia, nariz escorrendo, cansaço, nariz entupido",COVID-19
"fadiga, nariz entupido, coriza, falta de ar",COVID-19
"sem olfato, mialgia, dor no peito",COVID-19
"cefaleia, congestão nasal, nariz escorrendo",COVID-19
"cefaleia, dificuldade para respirar, tosse seca, paralisia, diarreia",COVID-19
"perda de paladar ou olfato, diarreia, calafrios, cefaleia",COVID-19
"tosse seca, calafrios, fadiga",COVID-19
"dores no corpo, tosse seca, dor de cabeça, sem sentir cheiro",COVID-19
"calafrios, febre alta, dor de cabeça, dor no peito, dores no corpo",COVID-19
"cefaleia, tosse, dor de garganta, mialgia",COVID-19
"paralisia, congestão nasal, fadiga",COVID-19
"tosse, arrepios, mialgia",COVID-19
"dor torácica, coriza, tosse",COVID-19
"sem olfato, coriza, mialgia, nariz entupido",COVID-19
"cefaleia, cansaço, congestão nasal",COVID-19
"paralisia, nariz entupido, febre alta, mialgia, irritação na garganta",COVID-19
"arrepios, perda de fala ou movimento, dor de cabeça, nariz escorrendo, diarreia",COVID-19
"irritação na garganta, fadiga, tosse",COVID-19
"dor no peito, mialgia, falta de ar, tosse, paralisia",COVID-19
"dor no peito, evacuações líquidas, nariz entupido, coriza",COVID-19
"perda de fala ou movimento, calafrios, congestão nasal, fadiga, coriza",COVID-19
"arrepios, dor torácica, cansaço, dor de garganta, cefaleia",COVID-19
"evacuações líquidas, tosse seca, nariz escorrendo, perda de fala ou movimento",COVID-19
"dificuldade para respirar, fadiga, febre alta",COVID-19
"diarreia, cefaleia, sem sentir cheiro, coriza",COVID-19
"evacuações líquidas, mialgia, anosmia",COVID-19
"tosse, coriza, febre",COVID-19
"perda de fala ou movimento, febre alta, dor de cabeça, congestão nasal",COVID-19
"evacuações líquidas, sem paladar, coriza, calafrios, dor no peito",COVID-19
"febre alta, cansaço, coriza, dor de garganta, mialgia",COVID-19
"coriza, dor no peito, febre, cansaço",COVID-19
"irritação na garganta, febre, perda de fala ou movimento",COVID-19
"cefaleia, dor torácica, falta de ar",COVID-19
"evacuações líquidas, calafrios, congestão nasal, dificuldade para respirar, perda de paladar ou olfato",COVID-19
"cefaleia, tosse, febre alta",COVID-19
"perda de paladar ou olfato, calafrios, fadiga",COVID-19
"evacuações líquidas, dor torácica, cefaleia, fadiga, mialgia",COVID-19
"perda de paladar ou olfato, irritação na garganta, tosse",COVID-19
"tosse, sem olfato, fadiga, calafrios",COVID-19
"dor de garganta, evacuações líquidas, falta de ar, congestão nasal",COVID-19
"dificuldade para respirar, nariz escorrendo, cefaleia, evacuações líquidas, perda de fala ou movimento",COVID-19
"tosse seca, cansaço, sem sentir cheiro",COVID-19
"congestão nasal, falta de ar, sem paladar, arrepios",COVID-19
"congestão nasal, febre, calafrios, fadiga, nariz escorrendo",COVID-19
"cefaleia, perda de fala ou movimento, evacuações líquidas, dificuldade para respirar, sem sentir cheiro",COVID-19
"febre alta, sem olfato, mialgia",COVID-19
"falta de ar, calafrios, dor torácica",COVID-19
"febre alta, falta de ar, evacuações líquidas",COVID-19
"paralisia, mialgia, arrepios, nariz escorrendo, cefaleia",COVID-19
"nariz entupido, diarreia, dor de garganta, dores no corpo, febre alta",COVID-19
"febre alta, dificuldade para respirar, dor de cabeça, tosse, sem olfato",COVID-19
"cansaço, sem paladar, febre, irritação na garganta, paralisia",COVID-19
"dor no peito, falta de ar, paralisia, dores no corpo, coriza",COVID-19
"perda de fala ou movimento, febre, irritação na garganta, dor de cabeça",COVID-19
"dor no peito, dor de garganta, paralisia, arrepios",COVID-19
"dor de cabeça, tosse seca, diarreia, irritação na garganta",COVID-19
"dor de cabeça, diarreia, nariz entupido, coriza, calafrios",COVID-19
"perda de paladar ou olfato, cefaleia, nariz entupido, cansaço, dor de garganta",COVID-19
"arrepios, perda de paladar ou olfato, nariz entupido, irritação na garganta",COVID-19
"dor de garganta, dor de cabeça, evacuações líquidas, febre alta",COVID-19
"coriza, arrepios, irritação na garganta",COVID-19
"fadiga, perda de paladar ou olfato, febre alta",COVID-19
"febre alta, falta de ar, anosmia, coriza, calafrios",COVID-19
"dificuldade para respirar, dor no peito, cefaleia",COVID-19
"dor de cabeça, perda de fala ou movimento, evacuações líquidas, dor no peito, tosse",COVID-19
"dificuldade para respirar, dor torácica, tosse, congestão nasal, calafrios",COVID-19
"irritação na garganta, arrepios, nariz escorrendo, febre, perda de fala ou movimento",COVID-19
"evacuações líquidas, fadiga, congestão nasal, mialgia",COVID-19
"falta de ar, mialgia, dor torácica, diarreia, calafrios",COVID-19
"falta de ar, febre alta, congestão nasal, dores no corpo, fadiga",COVID-19
"anosmia, paralisia, calafrios, fadiga, dificuldade para respirar",COVID-19
"irritação na garganta, febre, sem olfato",COVID-19
"diarreia, dor de garganta, calafrios",COVID-19
"evacuações líquidas, sem sentir cheiro, cefaleia, dificuldade para respirar",COVID-19
"diarreia, dor de cabeça, perda de paladar ou olfato, dores no corpo, irritação na garganta",COVID-19
"perda de fala ou movimento, dores no corpo, dificuldade para respirar, nariz escorrendo, congestão nasal",COVID-19
"dificuldade para respirar, tosse, arrepios",COVID-19
"dor torácica, falta de ar, cefaleia, febre, arrepios",COVID-19
"calafrios, paralisia, cansaço, nariz entupido",COVID-19
"dores no corpo, falta de ar, perda de fala ou movimento, evacuações líquidas, sem sentir cheiro",COVID-19
"dor de garganta, mialgia, febre alta, arrepios",COVID-19
"dores no corpo, sem olfato, evacuações líquidas, calafrios, dor de garganta",COVID-19
"coriza, cansaço, falta de ar, calafrios, dor de garganta",COVID-19
"coriza, congestão nasal, dor de cabeça, tosse seca",COVID-19
"cansaço, nariz escorrendo, dificuldade para respirar, dores no corpo",COVID-19
